,24hr growth,link,logo,marketcap,name,price,symbol,time,trading volume
3108,1.35%,/currencies/bytom,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1866.png""/>",79935953,Bytom,0.057674,BTM,20201110183544,"$7,622,544"
3109,4.99%,/currencies/iostoken,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2405.png""/>",78675609,IOST,0.005155,IOST,20201110183544,"$24,598,884"
3110,9.76%,/currencies/swipe,,78926119,Swipe,1.03,SXP,20201110183544,"$51,756,702"
3111,9.35%,/currencies/iotex,,79218843,IoTeX,0.008163,IOTX,20201110183544,"$4,585,318"
3112,7.50%,/currencies/arweave,,78689044,Arweave,2.36,AR,20201110183544,"$3,142,782"
3113,4.35%,/currencies/uquid-coin,,77307583,Uquid Coin,7.73,UQC,20201110183544,"$5,601,831"
3114,8.00%,/currencies/verge,,77279429,Verge,0.004716,XVG,20201110183544,"$2,395,780"
3115,0.55%,/currencies/pax-gold,,75825620,PAX Gold,1884.34,PAXG,20201110183544,"$1,953,749"
3116,7.38%,/currencies/storj,,73721781,Storj,0.369516,STORJ,20201110183544,"$20,490,294"
3117,5.16%,/currencies/velas,,73022858,Velas,0.034669,VLX,20201110183544,"$1,266,791"
3118,12.22%,/currencies/horizen,,69505821,Horizen,6.72,ZEN,20201110183544,"$4,098,553"
3119,16.62%,/currencies/civic,,67717443,Civic,0.101071,CVC,20201110183544,"$286,177,388"
3120,0.66%,/currencies/kucoin-shares,,68073475,KuCoin Shares,0.843241,KCS,20201110183544,"$4,811,631"
3121,18.25%,/currencies/yearn-finance-ii,,66621186,DFI.Money,1726.12,YFII,20201110183544,"$214,956,080"
3122,8.80%,/currencies/nervos-network,,65652974,Nervos Network,0.003075,CKB,20201110183544,"$11,282,284"
3123,4.83%,/currencies/divi,,64657785,Divi,0.032491,DIVI,20201110183544,"$303,877"
3124,42.03%,/currencies/aelf,,68728140,aelf,0.126227,ELF,20201110183544,"$39,790,022"
3125,26.20%,/currencies/curve-dao-token,,63881128,Curve DAO Token,0.564018,CRV,20201110183544,"$45,927,350"
3126,7.10%,/currencies/helium,,63145805,Helium,1.15,HNT,20201110183544,"$245,125"
3127,1.16%,/currencies/gnosis-gno,,63536829,Gnosis,57.52,GNO,20201110183544,"$131,055"
3128,0.78%,/currencies/rsk-infrastructure-framework,,63753058,RSK Infrastructure Framework,0.095596,RIF,20201110183544,"$426,903"
3129,17.23%,/currencies/serum,,60549187,Serum,1.21,SRM,20201110183544,"$42,151,808"
3130,7.21%,/currencies/komodo,,60003424,Komodo,0.489021,KMD,20201110183544,"$2,477,805"
3131,5.23%,/currencies/steem,,59729056,Steem,0.151705,STEEM,20201110183544,"$1,651,045"
3132,4.74%,/currencies/maidsafecoin,,59065034,MaidSafeCoin,0.130515,MAID,20201110183544,"$197,036"
3133,0.99%,/currencies/utrust,,57611513,Utrust,0.128026,UTK,20201110183544,"$4,413,974"
3134,2.66%,/currencies/bitshares,,57426021,BitShares,0.019158,BTS,20201110183544,"$6,436,537"
3135,3.46%,/currencies/ardor,,56294514,Ardor,0.056351,ARDR,20201110183544,"$4,647,542"
3136,0.79%,/currencies/unibright,,54927559,Unibright,0.369137,UBT,20201110183544,"$1,280,871"
3137,2.58%,/currencies/chiliz,,53722558,Chiliz,0.010918,CHZ,20201110183544,"$8,570,252"
3138,9.42%,/currencies/ankr,,53626999,Ankr,0.009199,ANKR,20201110183544,"$13,147,030"
3139,10.48%,/currencies/stratis,,53789071,Stratis,0.537732,STRAT,20201110183544,"$14,861,065"
3140,9.12%,/currencies/kava,,52598278,Kava.io,1.57,KAVA,20201110183544,"$17,342,569"
3141,9.16%,/currencies/bancor,,52333889,Bancor,0.738890,BNT,20201110183544,"$30,490,605"
3142,7.67%,/currencies/wax,,51952441,WAX,0.037053,WAXP,20201110183544,"$1,079,162"
3143,11.64%,/currencies/irisnet,,50599747,IRISnet,0.058432,IRIS,20201110183544,"$4,054,684"
3144,7.89%,/currencies/origintrail,,50215470,OriginTrail,0.151778,TRAC,20201110183544,"$3,268,368"
3145,7.25%,/currencies/energi,,48614277,Energi,1.41,NRG,20201110183544,"$1,970,884"
3146,4.30%,/currencies/hive-blockchain,,48360793,Hive,0.116526,HIVE,20201110183544,"$2,470,891"
3147,8.73%,/currencies/wanchain,,47055305,Wanchain,0.278748,WAN,20201110183544,"$2,190,393"
3148,6.27%,/currencies/tomochain,,46808344,TomoChain,0.616048,TOMO,20201110183544,"$4,901,467"
3149,13.26%,/currencies/sharetoken,,46431772,ShareToken,0.023521,SHR,20201110183544,"$5,169,288"
3150,8.56%,/currencies/quarkchain,,45752129,QuarkChain,0.005029,QKC,20201110183544,"$4,185,743"
3151,2.03%,/currencies/just,,45567221,JUST,0.020160,JST,20201110183544,"$33,839,851"
3152,6.19%,/currencies/ark,,45711678,Ark,0.365515,ARK,20201110183544,"$5,038,832"
3153,3.16%,/currencies/theta-fuel,,44803096,Theta Fuel,0.009028,TFUEL,20201110183544,"$1,100,537"
3154,15.13%,/currencies/fantom,,44641716,Fantom,0.020908,FTM,20201110183544,"$10,897,443"
3155,3.41%,/currencies/singularitynet,,43729525,SingularityNET,0.051974,AGI,20201110183544,"$1,185,765"
3156,2.79%,/currencies/electroneum,,42689307,Electroneum,0.004182,ETN,20201110183544,"$870,094"
3157,10.47%,/currencies/power-ledger,,40307985,Power Ledger,0.095068,POWR,20201110183544,"$4,269,758"
3158,0.37%,/currencies/hxro,,39249088,Hxro,0.219085,HXRO,20201110183544,"$183,959"
3159,2.33%,/currencies/hypercash,,38999106,HyperCash,0.869072,HC,20201110183544,"$7,713,373"
3160,2.31%,/currencies/pundi-x,,38897386,Pundi X,0.000166,NPXS,20201110183544,"$1,557,921"
3161,12.53%,/currencies/tellor,,38591863,Tellor,24.95,TRB,20201110183544,"$40,841,778"
3162,1.50%,/currencies/hyperion,,38210347,Hyperion,0.120626,HYN,20201110183544,"$73,333"
3163,20.06%,/currencies/waykichain,,38149417,WaykiChain,0.201849,WICC,20201110183544,"$8,271,242"
3164,0.82%,/currencies/stasis-euro,,37790292,STASIS EURO,1.18,EURS,20201110183544,"$2,464,538"
3165,0.33%,/currencies/zcoin,,37230356,Zcoin,3.32,XZC,20201110183544,"$5,182,589"
3166,0.40%,/currencies/sun,,36192318,SUN,7.90,SUN,20201110183544,"$40,076,502"
3167,13.25%,/currencies/aion,,35621621,Aion,0.074544,AION,20201110183544,"$3,567,698"
3168,7.01%,/currencies/solve,,35278533,SOLVE,0.093913,SOLVE,20201110183544,"$1,296,199"
3169,11.68%,/currencies/fetch,,34649209,Fetch.ai,0.046440,FET,20201110183544,"$5,278,212"
3170,7.87%,/currencies/aeternity,,34530576,Aeternity,0.106346,AE,20201110183544,"$10,655,080"
3171,11.07%,/currencies/dia,,34331231,DIA,1.21,DIA,20201110183544,"$15,151,540"
3172,22.58%,/currencies/loom-network,,32359626,Loom Network,0.033343,LOOM,20201110183544,"$101,780,315"
3173,4.25%,/currencies/voyager-token,,33687753,Voyager Token,0.151545,VGX,20201110183544,"$776,705"
3174,3.81%,/currencies/v-systems,,33266776,v.systems,0.015600,VSYS,20201110183544,"$1,940,444"
3175,2.59%,/currencies/harmony,,33415262,Harmony,0.005342,ONE,20201110183544,"$5,105,253"
3176,1.72%,/currencies/travala,,33235001,Travala.com,0.798591,AVA,20201110183544,"$743,116"
3177,7.68%,/currencies/nexalt,,32853705,Nexalt,1.69,XLT,20201110183544,"$311,571"
3178,3.47%,/currencies/polymath-network,,32140890,Polymath,0.060076,POLY,20201110183544,"$27,923,911"
3179,0.17%,/currencies/super-zero-protocol,,32721979,Super Zero Protocol,0.110362,SERO,20201110183544,"$2,816,671"
3180,0.54%,/currencies/gatetoken,,32232789,GateToken,0.423194,GT,20201110183544,"$11,440,188"
3181,4.69%,/currencies/xdai,,31965737,xDai,10.02,STAKE,20201110183544,"$1,120,032"
3182,22.53%,/currencies/district0x,,31978833,district0x,0.053298,DNT,20201110183544,"$15,033,819"
3183,3.20%,/currencies/streamr,,31484628,Streamr,0.045460,DATA,20201110183544,"$3,627,424"
3184,2.97%,/currencies/switcheo,,30811273,Switcheo,0.028917,SWTH,20201110183544,"$276,198"
3185,2.33%,/currencies/digitex-futures,,30649081,Digitex Futures,0.032919,DGTX,20201110183544,"$2,746,911"
3186,0.32%,/currencies/orbs,,28933750,Orbs,0.012975,ORBS,20201110183544,"$180,959"
3187,6.94%,/currencies/flexacoin,,28839700,Flexacoin,0.003965,FXC,20201110183544,"$226,050"
3188,0.25%,/currencies/wink-tronbet,,28304266,WINk,0.000090,WIN,20201110183544,"$4,328,010"
3189,3.94%,/currencies/adx-net,,27817542,AdEx Network,0.272268,ADX,20201110183544,"$2,391,024"
3190,1.96%,/currencies/ultra,,27716632,Ultra,0.098119,UOS,20201110183544,"$481,870"
3191,8.87%,/currencies/syscoin,,27746710,Syscoin,0.046259,SYS,20201110183544,"$1,430,693"
3192,17.06%,/currencies/kleros,,27798475,Kleros,0.048784,PNK,20201110183544,"$2,785,203"
3193,1.28%,/currencies/wirex-token,,27696684,Wirex Token,0.008933,WXT,20201110183544,"$896,703"
3194,6.62%,/currencies/funfair,,27424590,FunFair,0.004188,FUN,20201110183544,"$627,608"
3195,4.28%,/currencies/handshake,,27478690,Handshake ,0.085664,HNS,20201110183544,"$479,177"
3196,2.69%,/currencies/thunder-token,,27500309,Thunder Token,0.004671,TT,20201110183544,"$3,985,500"
3197,6.52%,/currencies/mxc,,26584737,MXC,0.010422,MXC,20201110183544,"$3,137,863"
3198,7.49%,/currencies/request,,25533945,Request,0.025535,REQ,20201110183544,"$4,700,852"
3199,1.92%,/currencies/elastos,,25306192,Elastos,1.47,ELA,20201110183544,"$1,967,197"
3200,3.09%,/currencies/hex,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5015.png""/>",3279990485,HEX,0.008017,HEX,20201110183600,"$10,539,445"
3201,0.65%,/currencies/ize,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5677.png""/>",1608927321,IZE,0.386679,IZE,20201110183600,"$51,283"
3202,0.16%,/currencies/counos-x,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5482.png""/>",1070195495,Counos X,60.35,CCXX,20201110183600,"$450,280"
3203,14.04%,/currencies/bitcoinpos,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5815.png""/>",611364533,BitcoinPoS,161.38,BPS,20201110183600,"$1,465,895"
3204,2.37%,/currencies/ino-coin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3085.png""/>",586703979,INO COIN,3.26,INO,20201110183600,"$500,382"
3205,0.51%,/currencies/insight-chain,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3116.png""/>",433228250,Insight Chain,1.24,INB,20201110183600,"$2,499,381"
3206,1.26%,/currencies/homeros,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5336.png""/>",329145075,Homeros,0.875494,HMR,20201110183600,"$14,675,632"
3207,1.11%,/currencies/zelwin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5614.png""/>",308266825,Zelwin,5.11,ZLW,20201110183600,"$572,122"
3208,0.23%,/currencies/renbtc,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5777.png""/>",293872097,renBTC,15349.46,RENBTC,20201110183600,"$263,225"
3209,5.40%,/currencies/creditcoin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5198.png""/>",290757043,Creditcoin,0.528435,CTC,20201110183600,"$3,268,741"
3210,0.63%,/currencies/cipher-core-token,,260891204,Cipher Core Token,35.11,CIPHC,20201110183600,"$122,597"
3211,1.24%,/currencies/tnc-coin,,260156811,TNC Coin,0.112601,TNC,20201110183600,"$9,715,927"
3212,0.52%,/currencies/thorecoin,,258913873,ThoreCoin,2986.80,THR,20201110183600,"$32,532"
3213,1.60%,/currencies/basid-coin,,253484102,Basid Coin,0.706541,BASID,20201110183600,"$2,226,700"
3214,12.33%,/currencies/poseidon-network,,239454211,Poseidon Network,0.111225,QQQ,20201110183600,"$1,838,414"
3215,18.08%,/currencies/mindol,,213456519,MINDOL,1.25,MIN,20201110183600,"$74,247"
3216,3.64%,/currencies/botxcoin,,179970732,botXcoin,0.110269,BOTX,20201110183600,"$136,775"
3217,35.25%,/currencies/strong,,175232633,Strong,37.19,STRONG,20201110183600,"$1,857,197"
3218,0.18%,/currencies/largo-coin,,172155041,Largo Coin,10.03,LRG,20201110183600,"$1,623,975"
3219,0.22%,/currencies/vitae,,146694611,Vitae,7.53,VITAE,20201110183600,"$1,255,634"
3220,0.69%,/currencies/sologenic,,146925258,Sologenic,0.734620,SOLO,20201110183600,"$2,032,117"
3221,0.47%,/currencies/doctors-coin,,135938636,Doctors Coin,0.591702,DRS,20201110183600,"$10,483"
3222,48.90%,/currencies/bitball-treasure,,133768309,Bitball Treasure,297.26,BTRS,20201110183600,$44
3223,3.41%,/currencies/yusra,,127274326,YUSRA,3.69,YUSRA,20201110183600,"$98,835"
3224,0.71%,/currencies/idea-chain-coin,,112206418,Idea Chain Coin,2.19,ICH,20201110183600,"$414,220"
3225,11.00%,/currencies/metacoin,,105644949,Metacoin,0.102829,MTC,20201110183600,"$140,842"
3226,0.23%,/currencies/terra-krw,,107941391,TerraKRW,0.000886,KRT,20201110183600,"$7,791"
3227,0.72%,/currencies/cryptonex,,105397105,Cryptonex,1.89,CNX,20201110183600,"$552,186"
3228,0.45%,/currencies/defichain,,102322607,DeFiChain,0.268084,DFI,20201110183600,"$592,002"
3229,0.95%,/currencies/stpay,,93762304,STPAY,21.65,STP,20201110183600,$989
3230,1.09%,/currencies/bitcoin-bep2,,93143727,Bitcoin BEP2,18624.83,BTCB,20201110183600,"$9,447"
3231,23.53%,/currencies/edc-blockchain-v1,,88402489,EDC Blockchain v1 [old],0.033102,EDC,20201110183600,"$91,736"
3232,0.36%,/currencies/helper-search-token,,88035097,Helper Search Token,0.010382,HSN,20201110183600,$0
3233,1.68%,/currencies/newyork-exchange,,82651611,NewYork Exchange,11.66,NYE,20201110183600,"$299,236"
3234,4.93%,/currencies/beldex,,81465352,Beldex,0.083109,BDX,20201110183600,"$265,792"
3235,0.04%,/currencies/counos-coin,,80517944,Counos Coin,5.42,CCA,20201110183600,"$19,374"
3236,18.66%,/currencies/everus,,66188962,Everus,0.142104,EVR,20201110183600,"$72,653"
3237,0.12%,/currencies/qcash,,70641112,Qcash,0.153568,QC,20201110183600,"$274,139,913"
3238,0.60%,/currencies/mixin,,69629736,Mixin,132.84,XIN,20201110183600,"$1,007,082"
3239,0.44%,/currencies/bitbook-gambling,,68129373,Bitbook Gambling,0.190472,BXK,20201110183600,"$21,941"
3240,3.53%,/currencies/xinfin-network,,67955480,XinFin Network,0.005571,XDC,20201110183600,"$1,998,498"
3241,9.24%,/currencies/nest-protocol,,67463697,NEST Protocol,0.038578,NEST,20201110183600,"$31,180,015"
3242,0.41%,/currencies/attila,,67316945,Attila,0.149466,ATT,20201110183600,"$407,312"
3243,0.46%,/currencies/mobilian-coin,,64112347,Mobilian Coin,0.554973,MBN,20201110183600,"$2,158,120"
3244,8.19%,/currencies/baer-chain,,63946428,Baer Chain,0.367508,BRC,20201110183600,"$3,651"
3245,1.46%,/currencies/huobi-btc,,62616705,Huobi BTC,13017.58,HBTC,20201110183600,$0
3246,0.05%,/currencies/neutrino-usd,,61011296,Neutrino USD,0.995472,USDN,20201110183600,"$2,972,588"
3247,1.60%,/currencies/centrality,,59300106,Centrality,0.050185,CENNZ,20201110183600,"$947,222"
3248,0.52%,/currencies/joule,,58845645,Joule,0.058234,JUL,20201110183600,$0
3249,0.81%,/currencies/wbnb,,55253195,Wrapped BNB,28.19,WBNB,20201110183600,$0
3250,0.16%,/currencies/math,,54695430,MATH,0.480709,MATH,20201110183600,"$318,515"
3251,3.57%,/currencies/darma-cash,,54219469,Darma Cash,0.257695,DMCH,20201110183600,"$302,846"
3252,8.56%,/currencies/greenpower,,53487108,GreenPower,0.016551,GRN,20201110183600,"$1,109"
3253,5.38%,/currencies/bithao,,51487648,Bithao,1.60,BHAO,20201110183600,"$20,427,579"
3254,6.43%,/currencies/mimblewimblecoin,,52418990,MimbleWimbleCoin,4.92,MWC,20201110183600,"$440,902"
3255,6.30%,/currencies/whitecoin,,46696460,WhiteCoin,0.186649,XWC,20201110183600,"$52,176"
3256,12.91%,/currencies/keep-network,,46702094,Keep Network,0.215298,KEEP,20201110183600,"$790,791"
3257,0.63%,/currencies/axel,,44923525,AXEL,0.172001,AXEL,20201110183600,"$388,410"
3258,0.62%,/currencies/breezecoin,,44490818,Breezecoin,0.444908,BRZE,20201110183600,"$25,241"
3259,10.59%,/currencies/tap,,44045709,Tap,0.035754,XTP,20201110183600,"$229,818"
3260,21.47%,/currencies/bankera,,41496871,Bankera,0.001686,BNK,20201110183600,"$49,926"
3261,3.17%,/currencies/rocket-pool,,40006624,Rocket Pool,3.89,RPL,20201110183600,"$1,347,322"
3262,8.08%,/currencies/nervenetwork,,40162833,NerveNetwork,0.159180,NVT,20201110183600,"$565,797"
3263,28.55%,/currencies/titanswap,,39320044,TitanSwap,0.736273,TITAN,20201110183600,"$8,188,741"
3264,0.09%,/currencies/xenioscoin,,38484869,XeniosCoin,0.504554,XNC,20201110183600,"$82,270"
3265,2.47%,/currencies/btu-protocol,,38120022,BTU Protocol,0.423488,BTU,20201110183600,"$81,447"
3266,12.70%,/currencies/cryptoindex-com-100,,37480519,Cryptoindex.com 100,0.600558,CIX100,20201110183600,"$23,599"
3267,1.20%,/currencies/cvault-finance,,36572406,cVault.finance,3657.24,CORE,20201110183600,"$4,644,348"
3268,0.22%,/currencies/mstable-usd,,36488766,mStable USD,0.999036,MUSD,20201110183600,"$735,531"
3269,8.37%,/currencies/kin,,34689721,Kin,0.000023,KIN,20201110183600,"$24,529"
3270,2.48%,/currencies/harvest-finance,,34665749,Harvest Finance,122.96,FARM,20201110183600,"$1,768,514"
3271,11.53%,/currencies/vestchain,,34286576,VestChain,0.005670,VEST,20201110183600,"$11,858"
3272,0.19%,/currencies/livepeer,,33865199,Livepeer,1.62,LPT,20201110183600,"$85,820"
3273,2.06%,/currencies/helleniccoin,,33857752,Hellenic Coin,0.484523,HNC,20201110183600,"$55,013"
3274,4.14%,/currencies/swingby,,33408913,Swingby,0.037965,SWINGBY,20201110183600,"$322,422"
3275,4.90%,/currencies/s4fe,,31831410,S4FE,0.035553,S4F,20201110183600,"$306,025"
3276,1.40%,/currencies/metaverse-dualchain-network-architecture,,30601559,Metaverse Dualchain Network Architecture,0.001567,DNA,20201110183600,"$790,209"
3277,0.42%,/currencies/playfuel,,29953015,PlayFuel,0.059906,PLF,20201110183600,"$3,852,716"
3278,0.05%,/currencies/uni-coin,,29919467,UNI COIN,0.498580,UNI,20201110183600,$0
3279,3.44%,/currencies/ultiledger,,29655539,Ultiledger,0.012673,ULT,20201110183600,"$836,394"
3280,1.32%,/currencies/amp,,29565409,Amp,0.003341,AMP,20201110183600,"$137,408"
3281,12.24%,/currencies/orbit-chain,,29344881,Orbit Chain,0.064423,ORC,20201110183600,"$1,045,038"
3282,4.39%,/currencies/troy,,29010999,TROY,0.002998,TROY,20201110183600,"$994,060"
3283,2.39%,/currencies/nexxo,,28763714,Nexxo,0.134000,NEXXO,20201110183600,"$190,720"
3284,0.06%,/currencies/usdk,,28596258,USDK,0.999867,USDK,20201110183600,"$37,692,548"
3285,0.95%,/currencies/extstock-token,,28411987,ExtStock Token,0.047228,XT,20201110183600,$0
3286,6.87%,/currencies/stem-cell-coin,,29631522,STEM CELL COIN,0.092408,SCC,20201110183600,"$69,405"
3287,36.87%,/currencies/the-transfer-token,,27486999,The Transfer Token,1.04,TTT,20201110183600,"$774,021"
3288,9.61%,/currencies/redd,,27763855,ReddCoin,0.000964,RDD,20201110183600,"$27,571"
3289,2.62%,/currencies/chimpion,,26672755,Chimpion,0.840686,BNANA,20201110183600,"$722,063"
3290,2.44%,/currencies/c20,,26164704,CRYPTO20,0.647598,C20,20201110183600,"$6,689"
3291,19.21%,/currencies/yflink,,26105685,YF Link,520.92,YFL,20201110183600,"$901,995"
3292,0.46%,/currencies/nucypher,,25907579,NuCypher,0.070115,NU,20201110183600,"$761,022"
3293,7.49%,/currencies/bitmax-token,,25515528,BitMax Token,0.038624,BTMX,20201110183600,"$1,120,042"
3294,11.05%,/currencies/the-sandbox,,25543545,The Sandbox,0.042061,SAND,20201110183600,"$5,334,679"
3295,10.03%,/currencies/idex,,25531428,IDEX,0.047534,IDEX,20201110183600,"$469,425"
3296,1.84%,/currencies/agavecoin,,25443257,AgaveCoin,0.065136,AGVC,20201110183600,"$24,018"
3297,13.32%,/currencies/flamingo,,25437426,Flamingo,0.169583,FLM,20201110183600,"$6,204,301"
3298,0.30%,/currencies/bonorum,,25324966,Bonorum,39.70,BONO,20201110183600,$408
3299,32.54%,/currencies/origin-protocol,,25176826,Origin Protocol,0.166100,OGN,20201110183600,"$26,052,092"
3300,2.53%,/currencies/gxchain,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1750.png""/>",24953601,GXChain,0.356480,GXC,20201110183615,"$1,977,838"
3301,13.19%,/currencies/mainframe,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2896.png""/>",24994444,Mainframe,0.002499,MFT,20201110183615,"$10,795,037"
3302,11.42%,/currencies/trust-wallet-token,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/5964.png""/>",24971505,Trust Wallet Token,0.099517,TWT,20201110183615,"$827,306"
3303,2.82%,/currencies/bhex-token,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/4281.png""/>",24512728,BHEX Token,0.125295,BHT,20201110183615,"$123,915"
3304,5.08%,/currencies/native-utility-token,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/4033.png""/>",24464080,Native Utility Token,24.89,NUT,20201110183615,$337
3305,6.66%,/currencies/dad,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/4862.png""/>",22806404,DAD,0.169436,DAD,20201110183615,"$36,259"
3306,16.88%,/currencies/haven-protocol,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2662.png""/>",24358432,Haven Protocol,1.75,XHV,20201110183615,"$1,097,375"
3307,2.16%,/currencies/nectar,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2538.png""/>",23951221,Nectar,0.152054,NEC,20201110183615,"$2,537"
3308,1.99%,/currencies/elitium,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3968.png""/>",23860197,Elitium,1.22,EUM,20201110183615,"$119,062"
3309,2.93%,/currencies/keep3rv1,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/7535.png""/>",23703177,Keep3rV1,118.52,KP3R,20201110183615,"$12,736,079"
3310,1.05%,/currencies/buggyra-coin-zero,,23390797,Buggyra Coin Zero,0.011633,BCZERO,20201110183615,"$4,065"
3311,8.56%,/currencies/ripio-credit-network,,23319779,Ripio Credit Network,0.045869,RCN,20201110183615,"$291,651"
3312,0.12%,/currencies/kardiachain,,23483270,KardiaChain,0.013419,KAI,20201110183615,"$942,053"
3313,6.11%,/currencies/wom-protocol,,22915863,WOM Protocol,0.228684,WOM,20201110183615,"$1,344,459"
3314,5.44%,/currencies/hashgard,,22791005,Hashgard,0.000230,GARD,20201110183615,"$90,507"
3315,13.91%,/currencies/zynecoin,,22885382,Zynecoin,1.03,ZYN,20201110183615,"$575,165"
3316,4.71%,/currencies/everipedia,,22788147,Everipedia,0.002379,IQ,20201110183615,"$1,702,876"
3317,9.32%,/currencies/secret,,23030600,Secret,0.408374,SCRT,20201110183615,"$554,857"
3318,1.82%,/currencies/bloomzed-token,,22693855,Bloomzed Loyalty Club Ticket,0.597207,BLCT,20201110183615,"$10,506"
3319,4.31%,/currencies/conun,,22681971,CONUN,0.007831,CON,20201110183615,"$735,432"
3320,17.71%,/currencies/coti,,22461538,COTI,0.039543,COTI,20201110183615,"$5,512,813"
3321,9.01%,/currencies/nuls,,22502815,NULS,0.225991,NULS,20201110183615,"$6,003,353"
3322,1.44%,/currencies/bytecoin-bcn,,22480160,Bytecoin,0.000122,BCN,20201110183615,"$10,466"
3323,0.14%,/currencies/susd,,22495871,sUSD,0.999343,SUSD,20201110183615,"$13,826"
3324,32.57%,/currencies/1irstcoin,,23022379,1irstcoin,0.658398,FST,20201110183615,"$43,050"
3325,14.65%,/currencies/parsiq,,22397107,PARSIQ,0.201460,PRQ,20201110183615,"$571,860"
3326,20.46%,/currencies/akropolis,,22370543,Akropolis,0.011209,AKRO,20201110183615,"$7,318,115"
3327,1.17%,/currencies/contracoin,,22200305,CONTRACOIN,0.845839,CTCN,20201110183615,"$38,233"
3328,10.46%,/currencies/cortex,,21917076,Cortex,0.087690,CTXC,20201110183615,"$3,645,978"
3329,27.40%,/currencies/basic,,22151517,BASIC,0.008250,BASIC,20201110183615,"$2,997,038"
3330,0.95%,/currencies/bosagora,,21758942,BOSAGORA,0.077127,BOA,20201110183615,"$229,471"
3331,47.53%,/currencies/peepcoin,,21705237,PeepCoin,0.000153,PCN,20201110183615,$213
3332,9.10%,/currencies/orion-protocol,,21636176,Orion Protocol,1.73,ORN,20201110183615,"$4,284,694"
3333,3.11%,/currencies/melon,,21636126,Melon,20.86,MLN,20201110183615,"$1,070,560"
3334,5.08%,/currencies/crypto-com,,21646266,MCO,1.37,MCO,20201110183615,"$15,779,106"
3335,5.17%,/currencies/darcio-ecosystem-coin,,21451031,Darico Ecosystem Coin,0.340458,DEC,20201110183615,$0
3336,0.82%,/currencies/vethor-token,,21376090,VeThor Token,0.000726,VTHO,20201110183615,"$2,652,740"
3337,1.14%,/currencies/mx-token,,21283136,MX Token,0.140368,MX,20201110183615,"$1,093,446"
3338,0.33%,/currencies/bora,,20808015,BORA,0.026591,BORA,20201110183615,"$1,214,256"
3339,4.36%,/currencies/certik,,20720878,CertiK,0.923564,CTK,20201110183615,"$3,314,719"
3340,23.04%,/currencies/bzx-protocol,,20727427,bZx Protocol,0.147411,BZRX,20201110183615,"$9,075,640"
3341,4.92%,/currencies/sora,,20443276,Sora,58.41,XOR,20201110183615,"$870,854"
3342,15.97%,/currencies/xensor,,20787714,Xensor,0.004483,XSR,20201110183615,"$2,066,485"
3343,19.00%,/currencies/bluzelle,,20323067,Bluzelle,0.081237,BLZ,20201110183615,"$3,674,791"
3344,41.30%,/currencies/tratin,,20226765,Tratin,0.000181,TRAT,20201110183615,$0
3345,5.08%,/currencies/metal,,20138564,Metal,0.307043,MTL,20201110183615,"$884,803"
3346,0.26%,/currencies/bigone-token,,20009039,BigONE Token,0.002118,ONE,20201110183615,"$2,965,020"
3347,16.90%,/currencies/dragonchain,,19920847,Dragonchain,0.054168,DRGN,20201110183615,"$78,271"
3348,6.80%,/currencies/veruscoin,,19979350,VerusCoin,0.343054,VRSC,20201110183615,"$15,854"
3349,3.37%,/currencies/chainx,,19761439,ChainX,2.62,PCX,20201110183615,"$1,329,844"
3350,14.81%,/currencies/quantstamp,,19904898,Quantstamp,0.027886,QSP,20201110183615,"$490,758"
3351,11.17%,/currencies/loki,,19629115,Loki,0.380706,LOKI,20201110183615,"$190,150"
3352,5.18%,/currencies/erc20,,19597212,ERC20,0.017395,ERC20,20201110183615,"$177,281"
